"X","Indicator","Data.Source","PUBLISH.STATES","Year","WHO.region","Country","Sex","Display.Value","Numeric","Low","High","Comments"
777,"Children aged <5 years underweight (%)","NLIS_313010","Published",2002,"Eastern Mediterranean","Kuwait","Female",1.5,1.5,NA,NA,NA
778,"Children aged <5 years underweight (%)","NLIS_313010","Published",2003,"Eastern Mediterranean","Kuwait","Male",2.8,2.8,NA,NA,NA
780,"Children aged <5 years underweight (%)","NLIS_313010","Published",2005,"Eastern Mediterranean","Kuwait","Female",2.4,2.4,NA,NA,NA
781,"Children aged <5 years underweight (%)","NLIS_313020","Published",2009,"Africa","Kenya","Male",17.3,17.3,NA,NA,NA
783,"Children aged <5 years underweight (%)","NLIS_313039","Published",2009,"Africa","Burkina Faso","Female",24.7,24.7,NA,NA,NA
784,"Children aged <5 years underweight (%)","NLIS_313040","Published",2006,"Americas","Suriname","Female",7,7,NA,NA,NA
785,"Children aged <5 years underweight (%)","NLIS_313042","Published",2009,"Eastern Mediterranean","Jordan","Male",1.6,1.6,NA,NA,NA
786,"Children aged <5 years underweight (%)","NLIS_313048","Published",2006,"Eastern Mediterranean","Kuwait","Male",2.1,2.1,NA,NA,NA
788,"Children aged <5 years underweight (%)","NLIS_313048","Published",2009,"Eastern Mediterranean","Kuwait","Male",2,2,NA,NA,NA
790,"Children aged <5 years underweight (%)","NLIS_313054","Published",2007,"Africa","Côte d'Ivoire","Female",28.4,28.4,NA,NA,NA
791,"Children aged <5 years underweight (%)","NLIS_313055","Published",2009,"Eastern Mediterranean","Oman","Male",8.9,8.9,NA,NA,NA
793,"Children aged <5 years underweight (%)","NLIS_313063","Published",2009,"South-East Asia","Maldives","Female",17.2,17.2,NA,NA,NA
795,"Children aged <5 years underweight (%)","NLIS_313066","Published",2010,"South-East Asia","Timor-Leste","Female",43.7,43.7,NA,NA,NA
796,"Children aged <5 years underweight (%)","NLIS_313068","Published",2009,"Eastern Mediterranean","Syrian Arab Republic","Male",11.5,11.5,NA,NA,NA
798,"Children aged <5 years underweight (%)","NLIS_313071","Published",2007,"Americas","Nicaragua","Female",5.9,5.9,NA,NA,NA
801,"Children aged <5 years underweight (%)","NLIS_313076","Published",2010,"Africa","United Republic of Tanzania","Male",17.8,17.8,NA,NA,NA
803,"Children aged <5 years underweight (%)","NLIS_313082","Published",2009,"Europe","Georgia","Male",1.3,1.3,NA,NA,NA
805,"Children aged <5 years underweight (%)","NLIS_313083","Published",2006,"Western Pacific","Malaysia","Male",13.2,13.2,NA,NA,NA
808,"Children aged <5 years underweight (%)","NLIS_313086","Published",2007,"Africa","Angola","Female",14.6,14.6,NA,NA,NA
809,"Children aged <5 years underweight (%)","NLIS_313092","Published",2008,"Africa","Botswana","Female",10.2,10.2,NA,NA,NA
812,"Children aged <5 years underweight (%)","NLIS_313099","Published",2009,"Africa","Malawi","Male",12.9,12.9,NA,NA,NA
814,"Children aged <5 years underweight (%)","NLIS_313112","Published",2008,"Americas","Panama","Female",5.2,5.2,NA,NA,NA
815,"Children aged <5 years underweight (%)","NLIS_313113","Published",2011,"Eastern Mediterranean","Pakistan","Female",30.4,30.4,NA,NA,NA
816,"Children aged <5 years underweight (%)","NLIS_313115","Published",2011,"Eastern Mediterranean","Morocco","Male",3.1,3.1,NA,NA,NA
818,"Children aged <5 years underweight (%)","NLIS_313117","Published",2010,"Europe","Armenia","Female",5.9,5.9,NA,NA,NA
819,"Children aged <5 years underweight (%)","NLIS_313118","Published",2011,"Africa","Senegal","Male",19.7,19.7,NA,NA,NA
821,"Children aged <5 years underweight (%)","NLIS_313122","Published",2006,"Africa","Central African Republic","Male",30.6,30.6,NA,NA,NA
823,"Children aged <5 years underweight (%)","NLIS_313124","Published",2010,"South-East Asia","Indonesia","Female",15.7,15.7,NA,NA,NA
824,"Children aged <5 years underweight (%)","NLIS_313126","Published",2012,"Eastern Mediterranean","Djibouti","Male",31.2,31.2,NA,NA,NA
826,"Children aged <5 years underweight (%)","NLIS_313127","Published",2003,"Americas","Uruguay","Female",4.9,4.9,NA,NA,NA
827,"Children aged <5 years underweight (%)","NLIS_313127","Published",2011,"Americas","Uruguay","Male",4.8,4.8,NA,NA,NA
831,"Children aged <5 years underweight (%)","NLIS_313131","Published",2011,"Africa","Uganda","Male",15.4,15.4,NA,NA,NA
833,"Children aged <5 years underweight (%)","NLIS_313134","Published",2010,"Africa","Sierra Leone","Female",19.6,19.6,NA,NA,NA
834,"Children aged <5 years underweight (%)","NLIS_313136","Published",2010,"Africa","Burkina Faso","Male",27.7,27.7,NA,NA,NA
836,"Children aged <5 years underweight (%)","NLIS_313141","Published",2012,"Africa","Senegal","Male",15.5,15.5,NA,NA,NA
837,"Children aged <5 years underweight (%)","NLIS_313143","Published",2011,"Western Pacific","Philippines","Female",20.3,20.3,NA,NA,NA
838,"Children aged <5 years underweight (%)","NLIS_313144","Published",2010,"Eastern Mediterranean","Kuwait","Male",1.9,1.9,NA,NA,NA
840,"Children aged <5 years underweight (%)","NLIS_313145","Published",2010,"Africa","Swaziland","Female",5,5,NA,NA,NA
841,"Children aged <5 years underweight (%)","NLIS_313146","Published",2011,"Africa","Mozambique","Male",17.5,17.5,NA,NA,NA
843,"Children aged <5 years underweight (%)","NLIS_313148","Published",2010,"Africa","Togo","Female",14.4,14.4,NA,NA,NA
844,"Children aged <5 years underweight (%)","NLIS_313150","Published",2006,"Eastern Mediterranean","South Sudan","Male",35.9,35.9,NA,NA,NA
846,"Children aged <5 years underweight (%)","NLIS_313152","Published",2010,"Americas","Suriname","Female",5.4,5.4,NA,NA,NA
847,"Children aged <5 years underweight (%)","NLIS_313153","Published",2004,"Western Pacific","Fiji","Male",4.9,4.9,NA,NA,NA
849,"Children aged <5 years underweight (%)","NLIS_313155","Published",2010,"Europe","Serbia","Female",1.7,1.7,NA,NA,NA
850,"Children aged <5 years underweight (%)","NLIS_313157","Published",2011,"Africa","Nigeria","Male",24.6,24.6,NA,NA,NA
855,"Children aged <5 years underweight (%)","NLIS_310189","Published",1972,"Americas","Canada","Female",1.7,1.7,NA,NA,NA
864,"Children aged <5 years underweight (%)","NLIS_310232","Published",1989,"Americas","Bolivia (Plurinational State of)","Male",10.4,10.4,NA,NA,NA
865,"Children aged <5 years underweight (%)","NLIS_310233","Published",1990,"Americas","Paraguay","Female",3.4,3.4,NA,NA,NA
867,"Children aged <5 years underweight (%)","NLIS_310272","Published",1988,"Eastern Mediterranean","Egypt","Male",11.7,11.7,NA,NA,NA
868,"Children aged <5 years underweight (%)","NLIS_310272","Published",1988,"Eastern Mediterranean","Egypt","Female",11.6,11.6,NA,NA,NA
870,"Children aged <5 years underweight (%)","NLIS_310320","Published",1970,"Western Pacific","Solomon Islands","Male",19.5,19.5,NA,NA,NA
871,"Children aged <5 years underweight (%)","NLIS_310320","Published",1970,"Western Pacific","Solomon Islands","Female",15.5,15.5,NA,NA,NA
875,"Children aged <5 years underweight (%)","NLIS_310364","Published",1990,"Eastern Mediterranean","Jordan","Male",5.2,5.2,NA,NA,NA
876,"Children aged <5 years underweight (%)","NLIS_310364","Published",1990,"Eastern Mediterranean","Jordan","Female",4.4,4.4,NA,NA,NA
878,"Children aged <5 years underweight (%)","NLIS_310377","Published",1990,"Africa","Nigeria","Male",37,37,NA,NA,NA
879,"Children aged <5 years underweight (%)","NLIS_310377","Published",1990,"Africa","Nigeria","Female",33.3,33.3,NA,NA,NA
884,"Children aged <5 years underweight (%)","NLIS_310442","Published",1991,"Eastern Mediterranean","Egypt","Female",9,9,NA,NA,NA
886,"Children aged <5 years underweight (%)","NLIS_310471","Published",1992,"Africa","Namibia","Female",19.7,19.7,NA,NA,NA
890,"Children aged <5 years underweight (%)","NLIS_310702","Published",1988,"Eastern Mediterranean","Tunisia","Male",9.3,9.3,NA,NA,NA
891,"Children aged <5 years underweight (%)","NLIS_310702","Published",1988,"Eastern Mediterranean","Tunisia","Female",7.7,7.7,NA,NA,NA
893,"Children aged <5 years underweight (%)","NLIS_310904","Published",1980,"Europe","Netherlands","Male",2.2,2.2,NA,NA,NA
894,"Children aged <5 years underweight (%)","NLIS_310967","Published",1992,"Africa","Rwanda","Female",23.2,23.2,NA,NA,NA
897,"Children aged <5 years underweight (%)","NLIS_311056","Published",1988,"Americas","El Salvador","Male",11.6,11.6,NA,NA,NA
898,"Children aged <5 years underweight (%)","NLIS_311056","Published",1988,"Americas","El Salvador","Female",10.7,10.7,NA,NA,NA
901,"Children aged <5 years underweight (%)","NLIS_311293","Published",1993,"Americas","El Salvador","Male",8.2,8.2,NA,NA,NA
902,"Children aged <5 years underweight (%)","NLIS_311293","Published",1993,"Americas","El Salvador","Female",6.1,6.1,NA,NA,NA
905,"Children aged <5 years underweight (%)","NLIS_311409","Published",1992,"Africa","Malawi","Female",22.4,22.4,NA,NA,NA
909,"Children aged <5 years underweight (%)","NLIS_311509","Published",1988,"Europe","Hungary","Male",2.9,2.9,NA,NA,NA
914,"Children aged <5 years underweight (%)","NLIS_311563","Published",1995,"Africa","Central African Republic","Male",25.2,25.2,NA,NA,NA
915,"Children aged <5 years underweight (%)","NLIS_311563","Published",1995,"Africa","Central African Republic","Female",21.3,21.3,NA,NA,NA
917,"Children aged <5 years underweight (%)","NLIS_311569","Published",1994,"South-East Asia","Maldives","Male",33.2,33.2,NA,NA,NA
918,"Children aged <5 years underweight (%)","NLIS_311569","Published",1994,"South-East Asia","Maldives","Female",31.9,31.9,NA,NA,NA
921,"Children aged <5 years underweight (%)","NLIS_311604","Published",1994,"Americas","Jamaica","Female",3.5,3.5,NA,NA,NA
923,"Children aged <5 years underweight (%)","NLIS_311609","Published",1989,"Western Pacific","Solomon Islands","Male",18.1,18.1,NA,NA,NA
924,"Children aged <5 years underweight (%)","NLIS_311609","Published",1989,"Western Pacific","Solomon Islands","Female",14.2,14.2,NA,NA,NA
928,"Children aged <5 years underweight (%)","NLIS_311672","Published",1995,"Americas","Guatemala","Male",22.3,22.3,NA,NA,NA
929,"Children aged <5 years underweight (%)","NLIS_311672","Published",1995,"Americas","Guatemala","Female",21.1,21.1,NA,NA,NA
931,"Children aged <5 years underweight (%)","NLIS_311680","Published",1996,"Americas","Brazil","Male",4.8,4.8,NA,NA,NA
933,"Children aged <5 years underweight (%)","NLIS_311705","Published",1996,"Africa","Comoros","Male",25.7,25.7,NA,NA,NA
934,"Children aged <5 years underweight (%)","NLIS_311705","Published",1996,"Africa","Comoros","Female",18.6,18.6,NA,NA,NA
936,"Children aged <5 years underweight (%)","NLIS_311756","Published",1997,"Africa","Zambia","Male",21.1,21.1,NA,NA,NA
937,"Children aged <5 years underweight (%)","NLIS_311756","Published",1997,"Africa","Zambia","Female",18.2,18.2,NA,NA,NA
938,"Children aged <5 years underweight (%)","NLIS_311766","Published",1994,"Americas","United States of America","Male",0.6,0.6,NA,NA,NA
939,"Children aged <5 years underweight (%)","NLIS_311766","Published",1994,"Americas","United States of America","Female",1.2,1.2,NA,NA,NA
943,"Children aged <5 years underweight (%)","NLIS_311828","Published",1995,"South-East Asia","Indonesia","Male",29.5,29.5,NA,NA,NA
944,"Children aged <5 years underweight (%)","NLIS_311828","Published",1995,"South-East Asia","Indonesia","Female",25.2,25.2,NA,NA,NA
946,"Children aged <5 years underweight (%)","NLIS_311853","Published",1997,"Africa","Mozambique","Female",25.3,25.3,NA,NA,NA
951,"Children aged <5 years underweight (%)","NLIS_311911","Published",1998,"Americas","Bolivia (Plurinational State of)","Male",6,6,NA,NA,NA
952,"Children aged <5 years underweight (%)","NLIS_311911","Published",1998,"Americas","Bolivia (Plurinational State of)","Female",5.8,5.8,NA,NA,NA
954,"Children aged <5 years underweight (%)","NLIS_311927","Published",1997,"Eastern Mediterranean","Jordan","Male",3.9,3.9,NA,NA,NA
955,"Children aged <5 years underweight (%)","NLIS_311928","Published",1998,"Africa","Cameroon","Female",15.7,15.7,NA,NA,NA
957,"Children aged <5 years underweight (%)","NLIS_311935","Published",1998,"South-East Asia","Bangladesh","Male",53.7,53.7,NA,NA,NA
958,"Children aged <5 years underweight (%)","NLIS_311935","Published",1998,"South-East Asia","Bangladesh","Female",52.8,52.8,NA,NA,NA
961,"Children aged <5 years underweight (%)","NLIS_311998","Published",1999,"Europe","The former Yugoslav Republic of Macedonia","Male",2.1,2.1,NA,NA,NA
962,"Children aged <5 years underweight (%)","NLIS_311999","Published",1998,"South-East Asia","Maldives","Female",31.2,31.2,NA,NA,NA
964,"Children aged <5 years underweight (%)","NLIS_312015","Published",1999,"South-East Asia","Bhutan","Male",16.7,16.7,NA,NA,NA
965,"Children aged <5 years underweight (%)","NLIS_312015","Published",1999,"South-East Asia","Bhutan","Female",11.5,11.5,NA,NA,NA
968,"Children aged <5 years underweight (%)","NLIS_312046","Published",1996,"Americas","Jamaica","Male",6.7,6.7,NA,NA,NA
969,"Children aged <5 years underweight (%)","NLIS_312046","Published",1996,"Americas","Jamaica","Female",4.5,4.5,NA,NA,NA
975,"Children aged <5 years underweight (%)","NLIS_312108","Published",1999,"Americas","Mexico","Male",6.6,6.6,NA,NA,NA
976,"Children aged <5 years underweight (%)","NLIS_312113","Published",1997,"Americas","Panama","Male",6.7,6.7,NA,NA,NA
977,"Children aged <5 years underweight (%)","NLIS_312113","Published",1997,"Americas","Panama","Female",5.9,5.9,NA,NA,NA
979,"Children aged <5 years underweight (%)","NLIS_312180","Published",1999,"South-East Asia","India","Male",45,45,NA,NA,NA
980,"Children aged <5 years underweight (%)","NLIS_312180","Published",1999,"South-East Asia","India","Female",43.8,43.8,NA,NA,NA
982,"Children aged <5 years underweight (%)","NLIS_312189","Published",1998,"South-East Asia","Nepal","Male",38.8,38.8,NA,NA,NA
983,"Children aged <5 years underweight (%)","NLIS_312189","Published",1998,"South-East Asia","Nepal","Female",37.5,37.5,NA,NA,NA
986,"Children aged <5 years underweight (%)","NLIS_312221","Published",2000,"Eastern Mediterranean","Egypt","Male",5,5,NA,NA,NA
990,"Children aged <5 years underweight (%)","NLIS_312277","Published",2000,"Africa","Malawi","Male",23,23,NA,NA,NA
991,"Children aged <5 years underweight (%)","NLIS_312278","Published",2001,"Africa","Gabon","Female",7.4,7.4,NA,NA,NA
993,"Children aged <5 years underweight (%)","NLIS_312288","Published",2000,"Europe","Ukraine","Male",4.8,4.8,NA,NA,NA
994,"Children aged <5 years underweight (%)","NLIS_312288","Published",2000,"Europe","Ukraine","Female",3.5,3.5,NA,NA,NA
996,"Children aged <5 years underweight (%)","NLIS_312313","Published",2001,"Africa","Uganda","Male",21,21,NA,NA,NA
997,"Children aged <5 years underweight (%)","NLIS_312313","Published",2001,"Africa","Uganda","Female",17,17,NA,NA,NA
999,"Children aged <5 years underweight (%)","NLIS_312319","Published",2001,"Africa","Mauritania","Male",32.7,32.7,NA,NA,NA
1000,"Children aged <5 years underweight (%)","NLIS_312320","Published",2000,"Americas","Peru","Female",5.1,5.1,NA,NA,NA
1002,"Children aged <5 years underweight (%)","NLIS_312336","Published",2001,"South-East Asia","Nepal","Male",42.3,42.3,NA,NA,NA
1003,"Children aged <5 years underweight (%)","NLIS_312336","Published",2001,"South-East Asia","Nepal","Female",43.7,43.7,NA,NA,NA
1005,"Children aged <5 years underweight (%)","NLIS_312355","Published",2000,"Western Pacific","Lao People's Democratic Republic","Male",38.4,38.4,NA,NA,NA
1006,"Children aged <5 years underweight (%)","NLIS_312355","Published",2000,"Western Pacific","Lao People's Democratic Republic","Female",34.5,34.5,NA,NA,NA
1007,"Children aged <5 years underweight (%)","NLIS_312359","Published",2000,"Africa","Chad","Male",30.4,30.4,NA,NA,NA
1008,"Children aged <5 years underweight (%)","NLIS_312359","Published",2000,"Africa","Chad","Female",28.3,28.3,NA,NA,NA
1010,"Children aged <5 years underweight (%)","NLIS_312362","Published",2000,"Europe","Bosnia and Herzegovina","Male",5.1,5.1,NA,NA,NA
1011,"Children aged <5 years underweight (%)","NLIS_312362","Published",2000,"Europe","Bosnia and Herzegovina","Female",3.3,3.3,NA,NA,NA
1013,"Children aged <5 years underweight (%)","NLIS_312366","Published",2000,"Africa","Lesotho","Male",17.4,17.4,NA,NA,NA
1014,"Children aged <5 years underweight (%)","NLIS_312366","Published",2000,"Africa","Lesotho","Female",12.6,12.6,NA,NA,NA
1016,"Children aged <5 years underweight (%)","NLIS_312370","Published",2000,"Africa","Swaziland","Male",9.5,9.5,NA,NA,NA
1018,"Children aged <5 years underweight (%)","NLIS_312371","Published",1999,"South-East Asia","Indonesia","Male",24.4,24.4,NA,NA,NA
1019,"Children aged <5 years underweight (%)","NLIS_312371","Published",1999,"South-East Asia","Indonesia","Female",21.1,21.1,NA,NA,NA
1021,"Children aged <5 years underweight (%)","NLIS_312375","Published",1999,"Eastern Mediterranean","Oman","Female",10.9,10.9,NA,NA,NA
1023,"Children aged <5 years underweight (%)","NLIS_312387","Published",2001,"Africa","Mali","Male",31.6,31.6,NA,NA,NA
1025,"Children aged <5 years underweight (%)","NLIS_312413","Published",2001,"South-East Asia","Bangladesh","Male",46.1,46.1,NA,NA,NA
1026,"Children aged <5 years underweight (%)","NLIS_312413","Published",2001,"South-East Asia","Bangladesh","Female",44.5,44.5,NA,NA,NA
1028,"Children aged <5 years underweight (%)","NLIS_312436","Published",2000,"Western Pacific","Mongolia","Male",12.6,12.6,NA,NA,NA
1030,"Children aged <5 years underweight (%)","NLIS_312477","Published",1999,"Europe","Romania","Male",4,4,NA,NA,NA
1031,"Children aged <5 years underweight (%)","NLIS_312477","Published",1999,"Europe","Romania","Female",2.8,2.8,NA,NA,NA
1035,"Children aged <5 years underweight (%)","NLIS_312522","Published",2002,"Eastern Mediterranean","Jordan","Male",4,4,NA,NA,NA
1038,"Children aged <5 years underweight (%)","NLIS_312548","Published",2001,"South-East Asia","Maldives","Male",25.5,25.5,NA,NA,NA
1039,"Children aged <5 years underweight (%)","NLIS_312548","Published",2001,"South-East Asia","Maldives","Female",26,26,NA,NA,NA
1040,"Children aged <5 years underweight (%)","NLIS_312580","Published",2002,"Americas","Dominican Republic","Male",4.6,4.6,NA,NA,NA
1042,"Children aged <5 years underweight (%)","NLIS_312606","Published",2002,"Americas","United States of America","Male",1.4,1.4,NA,NA,NA
1043,"Children aged <5 years underweight (%)","NLIS_312606","Published",2002,"Americas","United States of America","Female",0.7,0.7,NA,NA,NA
1045,"Children aged <5 years underweight (%)","NLIS_312624","Published",2000,"Americas","Guyana","Male",13.6,13.6,NA,NA,NA
1046,"Children aged <5 years underweight (%)","NLIS_312624","Published",2000,"Americas","Guyana","Female",9.9,9.9,NA,NA,NA
1048,"Children aged <5 years underweight (%)","NLIS_312628","Published",2003,"Africa","Ghana","Male",20.6,20.6,NA,NA,NA
1050,"Children aged <5 years underweight (%)","NLIS_312641","Published",2003,"South-East Asia","Bangladesh","Male",40.6,40.6,NA,NA,NA
1051,"Children aged <5 years underweight (%)","NLIS_312641","Published",2003,"South-East Asia","Bangladesh","Female",41.3,41.3,NA,NA,NA
1053,"Children aged <5 years underweight (%)","NLIS_312673","Published",2004,"Africa","Madagascar","Male",39.2,39.2,NA,NA,NA
1054,"Children aged <5 years underweight (%)","NLIS_312673","Published",2004,"Africa","Madagascar","Female",34.5,34.5,NA,NA,NA
1057,"Children aged <5 years underweight (%)","NLIS_312691","Published",2003,"Africa","Mozambique","Male",22.6,22.6,NA,NA,NA
1058,"Children aged <5 years underweight (%)","NLIS_312691","Published",2003,"Africa","Mozambique","Female",19.9,19.9,NA,NA,NA
1060,"Children aged <5 years underweight (%)","NLIS_312755","Published",2004,"Western Pacific","Mongolia","Male",5.3,5.3,NA,NA,NA
1061,"Children aged <5 years underweight (%)","NLIS_312755","Published",2004,"Western Pacific","Mongolia","Female",4.2,4.2,NA,NA,NA
1063,"Children aged <5 years underweight (%)","NLIS_312758","Published",2005,"Eastern Mediterranean","Egypt","Male",6.6,6.6,NA,NA,NA
1065,"Children aged <5 years underweight (%)","NLIS_312763","Published",2005,"Africa","Malawi","Male",19.7,19.7,NA,NA,NA
1066,"Children aged <5 years underweight (%)","NLIS_312763","Published",2005,"Africa","Malawi","Female",17.2,17.2,NA,NA,NA
1068,"Children aged <5 years underweight (%)","NLIS_312766","Published",2005,"Africa","United Republic of Tanzania","Male",18,18,NA,NA,NA
1069,"Children aged <5 years underweight (%)","NLIS_312767","Published",2005,"Africa","Congo","Female",10.6,10.6,NA,NA,NA
1071,"Children aged <5 years underweight (%)","NLIS_312770","Published",2006,"Americas","Honduras","Male",8.9,8.9,NA,NA,NA
1072,"Children aged <5 years underweight (%)","NLIS_312770","Published",2006,"Americas","Honduras","Female",8.3,8.3,NA,NA,NA
1074,"Children aged <5 years underweight (%)","NLIS_312773","Published",2000,"Americas","Jamaica","Male",4.5,4.5,NA,NA,NA
1075,"Children aged <5 years underweight (%)","NLIS_312774","Published",2001,"Americas","Jamaica","Female",2.7,2.7,NA,NA,NA
1077,"Children aged <5 years underweight (%)","NLIS_312777","Published",2004,"Americas","Uruguay","Male",6.7,6.7,NA,NA,NA
1078,"Children aged <5 years underweight (%)","NLIS_312777","Published",2004,"Americas","Uruguay","Female",5.3,5.3,NA,NA,NA
1080,"Children aged <5 years underweight (%)","NLIS_312779","Published",2003,"Americas","Brazil","Male",4.3,4.3,NA,NA,NA
1081,"Children aged <5 years underweight (%)","NLIS_312782","Published",2004,"Americas","Ecuador","Male",6.5,6.5,NA,NA,NA
1082,"Children aged <5 years underweight (%)","NLIS_312782","Published",2004,"Americas","Ecuador","Female",6,6,NA,NA,NA
1084,"Children aged <5 years underweight (%)","NLIS_312786","Published",2006,"Americas","Mexico","Male",4.3,4.3,NA,NA,NA
1085,"Children aged <5 years underweight (%)","NLIS_312786","Published",2006,"Americas","Mexico","Female",2.6,2.6,NA,NA,NA
1087,"Children aged <5 years underweight (%)","NLIS_312790","Published",2006,"Africa","Zimbabwe","Male",15.1,15.1,NA,NA,NA
1089,"Children aged <5 years underweight (%)","NLIS_312795","Published",2003,"South-East Asia","Indonesia","Male",25.5,25.5,NA,NA,NA
1090,"Children aged <5 years underweight (%)","NLIS_312795","Published",2003,"South-East Asia","Indonesia","Female",20.6,20.6,NA,NA,NA
1091,"Children aged <5 years underweight (%)","NLIS_312800","Published",2005,"Africa","Rwanda","Male",18.9,18.9,NA,NA,NA
1092,"Children aged <5 years underweight (%)","NLIS_312800","Published",2005,"Africa","Rwanda","Female",17.2,17.2,NA,NA,NA
1094,"Children aged <5 years underweight (%)","NLIS_312819","Published",2004,"Eastern Mediterranean","Afghanistan","Male",32.7,32.7,NA,NA,NA
1095,"Children aged <5 years underweight (%)","NLIS_312819","Published",2004,"Eastern Mediterranean","Afghanistan","Female",33,33,NA,NA,NA
1097,"Children aged <5 years underweight (%)","NLIS_312827","Published",2006,"Europe","Kyrgyzstan","Male",2.9,2.9,NA,NA,NA
1098,"Children aged <5 years underweight (%)","NLIS_312827","Published",2006,"Europe","Kyrgyzstan","Female",2.5,2.5,NA,NA,NA
1100,"Children aged <5 years underweight (%)","NLIS_312832","Published",1993,"South-East Asia","Bangladesh","Male",59,59,NA,NA,NA
1102,"Children aged <5 years underweight (%)","NLIS_312844","Published",2000,"South-East Asia","Bangladesh","Male",49,49,NA,NA,NA
1103,"Children aged <5 years underweight (%)","NLIS_312844","Published",2000,"South-East Asia","Bangladesh","Female",47.3,47.3,NA,NA,NA
1105,"Children aged <5 years underweight (%)","NLIS_312851","Published",2006,"Europe","Serbia","Male",2.2,2.2,NA,NA,NA
1106,"Children aged <5 years underweight (%)","NLIS_312852","Published",2006,"Eastern Mediterranean","Somalia","Female",31.3,31.3,NA,NA,NA
1108,"Children aged <5 years underweight (%)","NLIS_312855","Published",2006,"Africa","Mali","Male",29.7,29.7,NA,NA,NA
1109,"Children aged <5 years underweight (%)","NLIS_312855","Published",2006,"Africa","Mali","Female",26,26,NA,NA,NA
1111,"Children aged <5 years underweight (%)","NLIS_312859","Published",2004,"Americas","United States of America","Male",1.6,1.6,NA,NA,NA
1112,"Children aged <5 years underweight (%)","NLIS_312859","Published",2004,"Americas","United States of America","Female",0.9,0.9,NA,NA,NA
1114,"Children aged <5 years underweight (%)","NLIS_312866","Published",2005,"Europe","The former Yugoslav Republic of Macedonia","Male",1.7,1.7,NA,NA,NA
1115,"Children aged <5 years underweight (%)","NLIS_312866","Published",2005,"Europe","The former Yugoslav Republic of Macedonia","Female",1.9,1.9,NA,NA,NA
1118,"Children aged <5 years underweight (%)","NLIS_312873","Published",2007,"Africa","Liberia","Male",21.9,21.9,NA,NA,NA
1119,"Children aged <5 years underweight (%)","NLIS_312873","Published",2007,"Africa","Liberia","Female",18.7,18.7,NA,NA,NA
1120,"Children aged <5 years underweight (%)","NLIS_312879","Published",2005,"Europe","Albania","Male",7.3,7.3,NA,NA,NA
1121,"Children aged <5 years underweight (%)","NLIS_312879","Published",2005,"Europe","Albania","Female",5.8,5.8,NA,NA,NA
1123,"Children aged <5 years underweight (%)","NLIS_312882","Published",2006,"Africa","Togo","Male",23.5,23.5,NA,NA,NA
1124,"Children aged <5 years underweight (%)","NLIS_312882","Published",2006,"Africa","Togo","Female",21,21,NA,NA,NA
1126,"Children aged <5 years underweight (%)","NLIS_312886","Published",2006,"Africa","Benin","Male",22.7,22.7,NA,NA,NA
1127,"Children aged <5 years underweight (%)","NLIS_312886","Published",2006,"Africa","Benin","Female",17.6,17.6,NA,NA,NA
1129,"Children aged <5 years underweight (%)","NLIS_312889","Published",2005,"Europe","Georgia","Male",2.6,2.6,NA,NA,NA
1131,"Children aged <5 years underweight (%)","NLIS_312894","Published",2007,"Africa","Swaziland","Male",6.3,6.3,NA,NA,NA
1132,"Children aged <5 years underweight (%)","NLIS_312894","Published",2007,"Africa","Swaziland","Female",5.9,5.9,NA,NA,NA
1134,"Children aged <5 years underweight (%)","NLIS_312898","Published",2002,"Eastern Mediterranean","Djibouti","Male",27.7,27.7,NA,NA,NA
1135,"Children aged <5 years underweight (%)","NLIS_312902","Published",2005,"Americas","Nicaragua","Female",3.3,3.3,NA,NA,NA
1137,"Children aged <5 years underweight (%)","NLIS_312912","Published",2005,"Western Pacific","Papua New Guinea","Male",21,21,NA,NA,NA
1138,"Children aged <5 years underweight (%)","NLIS_312912","Published",2005,"Western Pacific","Papua New Guinea","Female",14.6,14.6,NA,NA,NA
1140,"Children aged <5 years underweight (%)","NLIS_312917","Published",2009,"Americas","Guatemala","Female",12.1,12.1,NA,NA,NA
1142,"Children aged <5 years underweight (%)","NLIS_312920","Published",2008,"Americas","Chile","Male",0.6,0.6,NA,NA,NA
1143,"Children aged <5 years underweight (%)","NLIS_312920","Published",2008,"Americas","Chile","Female",0.5,0.5,NA,NA,NA
1144,"Children aged <5 years underweight (%)","NLIS_312924","Published",2006,"Eastern Mediterranean","Tunisia","Male",3.7,3.7,NA,NA,NA
1145,"Children aged <5 years underweight (%)","NLIS_312924","Published",2006,"Eastern Mediterranean","Tunisia","Female",2.9,2.9,NA,NA,NA
1147,"Children aged <5 years underweight (%)","NLIS_312931","Published",2008,"Western Pacific","Cambodia","Male",28.4,28.4,NA,NA,NA
1148,"Children aged <5 years underweight (%)","NLIS_312931","Published",2008,"Western Pacific","Cambodia","Female",29.2,29.2,NA,NA,NA
1150,"Children aged <5 years underweight (%)","NLIS_312948","Published",2008,"Americas","Bolivia (Plurinational State of)","Male",4.9,4.9,NA,NA,NA
1151,"Children aged <5 years underweight (%)","NLIS_312950","Published",2006,"Eastern Mediterranean","Djibouti","Female",26.7,26.7,NA,NA,NA
1154,"Children aged <5 years underweight (%)","NLIS_312951","Published",2003,"Western Pacific","Viet Nam","Male",25.1,25.1,NA,NA,NA
1155,"Children aged <5 years underweight (%)","NLIS_312951","Published",2003,"Western Pacific","Viet Nam","Female",24.2,24.2,NA,NA,NA
